Transaction_ID,Transaction_Date,Transaction_Time,Branch_ID,Customer_ID,Product_ID,Quantity,Unit_Price_KES,Discount_Percent,VAT_Percent,Payment_Method,Mpesa_Reference,Sales_Channel,Salesperson_ID,Delivery_Fee_KES,Order_Status,Gross_Sales_KES,Discount_Amount_KES,Net_Sales_KES,VAT_Amount_KES,Final_Revenue_KES
TXN014621,2025-02-01,17:58:15,BR008,CUST02200,PROD010,3,320.69,0.15,0.16,Bank Transfer,,Physical Store,EMP044,0,Completed,962.07,144.31,817.76,130.84,948.6
TXN014622,2025-10-19,19:45:56,BR007,CUST02925,PROD021,2,4977.25,0.05,0.16,M-Pesa,ERGTKKCGQO,Physical Store,EMP019,0,Completed,9954.5,497.73,9456.77,1513.08,10969.85
TXN014623,2026-01-25,17:24:19,BR003,CUST00408,PROD007,4,918.88,0,0.16,M-Pesa,1UA702QP82,Online,EMP027,300,Completed,3675.52,0.0,3675.52,588.08,4563.6
TXN014624,2026-06-22,17:28:30,BR005,CUST00932,PROD003,3,232.98,0,0.16,Cash,,Physical Store,EMP053,0,Completed,698.94,0.0,698.94,111.83,810.77
TXN014625,2025-10-29,08:00:48,BR007,CUST02840,PROD019,1,238.19,0.05,0.16,Cash,,WhatsApp Order,EMP019,200,Completed,238.19,11.91,226.28,36.2,462.48
TXN014626,2026-03-17,15:23:06,BR001,CUST01113,PROD035,1,394.48,0.05,0.16,M-Pesa,5GZRLFQZX0,Physical Store,EMP013,0,Completed,394.48,19.72,374.76,59.96,434.72
TXN014627,2026-08-15,12:31:40,BR002,CUST02024,PROD023,6,1475.58,0,0.16,M-Pesa,UT1XL4QDNY,Physical Store,EMP026,0,Completed,8853.48,0.0,8853.48,1416.56,10270.04
TXN014628,2025-04-02,12:21:32,BR004,CUST00707,PROD046,2,102.99,0,0.16,M-Pesa,UMVQ58LWUJ,Physical Store,EMP016,0,Completed,205.98,0.0,205.98,32.96,238.94
TXN014629,2025-10-12,17:30:21,BR007,CUST00685,PROD065,10,149.88,0.1,0.16,M-Pesa,KXI65VOWTP,Physical Store,EMP043,0,Completed,1498.8,149.88,1348.92,215.83,1564.75
TXN014630,2026-06-24,17:50:35,BR010,CUST00237,PROD062,4,103.69,0,0.16,M-Pesa,SXAHTIKS6J,Online,EMP022,250,Completed,414.76,0.0,414.76,66.36,731.12
TXN014631,2025-12-14,08:39:58,BR010,CUST00957,PROD108,10,161.68,0,0.16,M-Pesa,KXYI0LB05W,Physical Store,EMP058,0,Completed,1616.8,0.0,1616.8,258.69,1875.49
TXN014632,2025-02-12,13:08:56,BR005,CUST02708,PROD092,3,282.48,0,0.16,M-Pesa,567HNPOWE2,Physical Store,EMP041,0,Completed,847.44,0.0,847.44,135.59,983.03
TXN014633,2025-09-11,16:13:30,BR003,CUST01921,PROD074,2,303.79,0.05,0.16,M-Pesa,4LI0BD649M,Physical Store,EMP003,0,Completed,607.58,30.38,577.2,92.35,669.55
TXN014634,2025-10-09,10:21:13,BR005,CUST01448,PROD080,1,969.91,0.05,0.16,M-Pesa,BELRNRYLXJ,Physical Store,EMP029,0,Refunded,969.91,48.5,921.41,147.43,-1068.84
TXN014635,2026-02-28,13:39:24,BR005,CUST00140,PROD009,1,302.88,0,0.16,M-Pesa,YRDPVKADX6,Physical Store,EMP017,0,Completed,302.88,0.0,302.88,48.46,351.34
TXN014636,2026-03-13,12:02:51,BR011,CUST01334,PROD062,1,102.02,0.05,0.16,Cash,,Physical Store,EMP023,0,Completed,102.02,5.1,96.92,15.51,112.43
TXN014637,2026-07-30,16:21:24,BR005,CUST02226,PROD025,1,56.61,0,0.16,Card,,Physical Store,EMP053,0,Completed,56.61,0.0,56.61,9.06,65.67
TXN014638,2026-02-22,17:15:29,BR008,CUST02502,PROD071,1,916.19,0,0.16,M-Pesa,HEDCJMQZW9,Online,EMP032,150,Completed,916.19,0.0,916.19,146.59,1212.78
TXN014639,2025-04-21,09:59:09,BR008,CUST01186,PROD015,1,1124.3,0.15,0.16,Bank Transfer,,Physical Store,EMP044,0,Completed,1124.3,168.64,955.66,152.91,1108.57
TXN014640,2026-08-17,18:01:15,BR009,CUST02551,PROD030,8,95.86,0,0.16,Card,,Online,EMP033,200,Completed,766.88,0.0,766.88,122.7,1089.58
TXN014641,2025-12-17,10:04:35,BR011,CUST02120,PROD094,1,72.29,0.1,0.16,Cash,,Physical Store,EMP059,0,Completed,72.29,7.23,65.06,10.41,75.47
TXN014642,2025-03-14,19:36:54,BR001,CUST00306,PROD070,1,515.93,0,0.16,M-Pesa,0EE3BBYA5S,Physical Store,EMP013,0,Completed,515.93,0.0,515.93,82.55,598.48
TXN014643,2025-04-17,14:30:18,BR001,CUST01132,PROD047,3,607.33,0.05,0.16,M-Pesa,YEJ2NTA5M0,Physical Store,EMP001,0,Completed,1821.99,91.1,1730.89,276.94,2007.83
TXN014644,2025-12-26,15:02:36,BR007,CUST00701,PROD085,3,2161.78,0,0.16,Card,,WhatsApp Order,EMP019,400,Completed,6485.34,0.0,6485.34,1037.65,7922.99
TXN014645,2026-01-19,19:56:17,BR009,CUST01711,PROD043,6,306.74,0,0.16,M-Pesa,77TFK6WP3D,Physical Store,EMP057,0,Completed,1840.44,0.0,1840.44,294.47,2134.91
TXN014646,2025-08-10,17:34:41,BR005,CUST00323,PROD108,1,166.6,0,0.16,M-Pesa,NESFVV86TO,Online,EMP005,150,Completed,166.6,0.0,166.6,26.66,343.26
TXN014647,2026-03-12,15:07:22,BR008,CUST00085,PROD057,2,61.49,0.05,0.16,Bank Transfer,,Physical Store,EMP056,0,Completed,122.98,6.15,116.83,18.69,135.52
TXN014648,2025-04-27,13:40:51,BR003,CUST00400,PROD025,4,54.72,0,0.16,M-Pesa,HB0WUMJ5YA,Online,EMP003,350,Completed,218.88,0.0,218.88,35.02,603.9
TXN014649,2025-12-27,20:30:49,BR003,CUST01057,PROD115,1,166.62,0.05,0.16,M-Pesa,0YPM8FQ4DU,WhatsApp Order,EMP015,150,Completed,166.62,8.33,158.29,25.33,333.62
TXN014650,2026-04-10,12:03:00,BR008,CUST02355,PROD041,3,304.35,0,0.16,Bank Transfer,,Online,EMP056,400,Completed,913.05,0.0,913.05,146.09,1459.14
TXN014651,2025-08-11,17:46:00,BR001,CUST02694,PROD109,2,2289.02,0,0.16,Card,,Online,EMP025,350,Completed,4578.04,0.0,4578.04,732.49,5660.53
TXN014652,2026-08-01,12:08:46,BR001,CUST00248,PROD114,3,212.23,0.15,0.16,Cash,,Physical Store,EMP049,0,Completed,636.69,95.5,541.19,86.59,627.78
TXN014653,2026-01-18,18:11:22,BR012,CUST02071,PROD076,1,320.6,0,0.16,Cash,,Physical Store,EMP024,0,Completed,320.6,0.0,320.6,51.3,371.9
TXN014654,2025-06-06,19:05:57,BR002,CUST00294,PROD012,2,180.13,0,0.16,M-Pesa,PRTYV4L5MK,Physical Store,EMP014,0,Completed,360.26,0.0,360.26,57.64,417.9
TXN014655,2025-02-16,13:45:41,BR001,CUST00198,PROD051,4,225.69,0.15,0.16,M-Pesa,0MNBAE19BI,Online,EMP049,150,Completed,902.76,135.41,767.35,122.78,1040.13
TXN014656,2026-03-10,18:40:42,BR002,CUST01510,PROD057,1,60.14,0.15,0.16,M-Pesa,K0D8VJ7OH2,Physical Store,EMP050,0,Completed,60.14,9.02,51.12,8.18,59.3
TXN014657,2025-05-29,14:20:59,BR012,CUST01676,PROD046,1,103.69,0,0.16,M-Pesa,PUO0FP0P6R,Physical Store,EMP024,0,Completed,103.69,0.0,103.69,16.59,120.28
TXN014658,2025-11-18,16:07:32,BR001,CUST00235,PROD119,5,2635.11,0.05,0.16,Bank Transfer,,Online,EMP025,150,Completed,13175.55,658.78,12516.77,2002.68,14669.45
TXN014659,2026-03-04,15:15:25,BR002,CUST01132,PROD057,4,60.43,0,0.16,Cash,,Online,EMP014,400,Completed,241.72,0.0,241.72,38.68,680.4
TXN014660,2025-01-04,19:30:39,BR007,CUST01601,PROD002,3,191.18,0,0.16,M-Pesa,IEDDV36IT1,Online,EMP031,250,Completed,573.54,0.0,573.54,91.77,915.31
TXN014661,2025-11-25,09:19:53,BR011,CUST01012,PROD082,2,222.98,0,0.16,M-Pesa,MRFIZFC5I9,Physical Store,EMP023,0,Completed,445.96,0.0,445.96,71.35,517.31
TXN014662,2026-07-06,10:25:10,BR010,CUST00593,PROD009,2,312.66,0.05,0.16,M-Pesa,7ZAANDEZQ0,Physical Store,EMP034,0,Completed,625.32,31.27,594.05,95.05,689.1
TXN014663,2025-04-27,17:17:50,BR010,CUST01255,PROD066,2,195.79,0,0.16,M-Pesa,I0B98AYXWP,Physical Store,EMP010,0,Completed,391.58,0.0,391.58,62.65,454.23
TXN014664,2026-06-05,08:06:11,BR011,CUST02513,PROD080,1,978.87,0.15,0.16,M-Pesa,4IRY0ADNLA,Online,EMP035,400,Completed,978.87,146.83,832.04,133.13,1365.17
TXN014665,2025-06-19,09:27:30,BR010,CUST00357,PROD068,1,574.45,0,0.16,M-Pesa,U94O3NWGKQ,Online,EMP022,400,Completed,574.45,0.0,574.45,91.91,1066.36
TXN014666,2026-02-27,10:33:00,BR011,CUST02854,PROD103,4,581.52,0,0.16,M-Pesa,BJQ5CT6LUB,Online,EMP035,350,Completed,2326.08,0.0,2326.08,372.17,3048.25
TXN014667,2025-01-29,14:13:53,BR009,CUST00061,PROD022,1,187.02,0.05,0.16,M-Pesa,DJEBE3ZD2M,Physical Store,EMP057,0,Completed,187.02,9.35,177.67,28.43,206.1
TXN014668,2025-04-22,19:09:18,BR007,CUST02795,PROD053,1,4281.61,0,0.16,M-Pesa,M4LSGE4HAF,Physical Store,EMP007,0,Completed,4281.61,0.0,4281.61,685.06,4966.67
TXN014669,2026-07-04,19:14:41,BR003,CUST02207,PROD088,1,1235.95,0.1,0.16,M-Pesa,G2KILWZHXU,Physical Store,EMP027,0,Completed,1235.95,123.6,1112.35,177.98,1290.33
TXN014670,2026-04-15,17:51:12,BR005,CUST00420,PROD027,2,221.95,0.05,0.16,Cash,,Physical Store,EMP005,0,Completed,443.9,22.2,421.7,67.47,489.17
TXN014671,2025-08-25,20:56:56,BR009,CUST02438,PROD075,10,315.4,0,0.16,Cash,,Online,EMP033,300,Completed,3154.0,0.0,3154.0,504.64,3958.64
TXN014672,2026-03-01,10:11:16,BR012,CUST01000,PROD035,1,413.37,0.05,0.16,M-Pesa,B7LJKR0V0C,Physical Store,EMP036,0,Completed,413.37,20.67,392.7,62.83,455.53
TXN014673,2026-04-09,17:35:18,BR011,CUST02168,PROD087,1,2367.65,0,0.16,M-Pesa,02TYKMVLHH,Online,EMP023,350,Completed,2367.65,0.0,2367.65,378.82,3096.47
TXN014674,2025-01-24,08:34:44,BR003,CUST00188,PROD087,2,2303.47,0.1,0.16,M-Pesa,7W5K1Z0H04,Online,EMP051,300,Completed,4606.94,460.69,4146.25,663.4,5109.65
TXN014675,2025-07-26,11:49:55,BR007,CUST01737,PROD015,1,1145.92,0,0.16,M-Pesa,C8672WUEN3,Online,EMP043,300,Completed,1145.92,0.0,1145.92,183.35,1629.27
TXN014676,2025-05-30,14:29:45,BR009,CUST01673,PROD068,1,583.74,0.05,0.16,Bank Transfer,,Physical Store,EMP045,0,Completed,583.74,29.19,554.55,88.73,643.28
TXN014677,2025-11-27,20:34:54,BR001,CUST02501,PROD090,10,49.02,0,0.16,Card,,Online,EMP013,400,Completed,490.2,0.0,490.2,78.43,968.63
TXN014678,2025-03-13,08:42:48,BR001,CUST02153,PROD049,1,553.06,0,0.16,Cash,,Online,EMP049,150,Completed,553.06,0.0,553.06,88.49,791.55
TXN014679,2026-08-17,09:07:04,BR012,CUST00802,PROD006,1,534.35,0,0.16,Card,,Physical Store,EMP012,0,Completed,534.35,0.0,534.35,85.5,619.85
TXN014680,2025-04-30,19:47:35,BR007,CUST01674,PROD097,3,123.77,0.15,0.16,Cash,,Physical Store,EMP055,0,Completed,371.31,55.7,315.61,50.5,366.11
TXN014681,2025-06-24,13:38:48,BR006,CUST02098,PROD025,2,55.83,0,0.16,Cash,,WhatsApp Order,EMP054,250,Completed,111.66,0.0,111.66,17.87,379.53
TXN014682,2025-10-26,13:21:38,BR011,CUST01080,PROD109,2,2309.05,0.05,0.16,Cash,,Physical Store,EMP023,0,Completed,4618.1,230.91,4387.19,701.95,5089.14
TXN014683,2025-04-17,12:24:40,BR001,CUST00068,PROD008,1,503.44,0.05,0.16,M-Pesa,683SICB34C,Physical Store,EMP025,0,Completed,503.44,25.17,478.27,76.52,554.79
TXN014684,2025-09-11,20:03:37,BR010,CUST02956,PROD082,2,216.74,0.15,0.16,M-Pesa,EX8GFEKBM7,Online,EMP034,250,Completed,433.48,65.02,368.46,58.95,677.41
TXN014685,2025-06-23,12:56:30,BR001,CUST00187,PROD076,4,320.75,0,0.16,Cash,,Online,EMP049,300,Completed,1283.0,0.0,1283.0,205.28,1788.28
TXN014686,2025-04-13,10:08:02,BR005,CUST00918,PROD022,1,176.22,0,0.16,Card,,Online,EMP017,300,Completed,176.22,0.0,176.22,28.2,504.42
TXN014687,2025-11-29,18:24:34,BR006,CUST01015,PROD025,10,53.73,0.15,0.16,Card,,Physical Store,EMP030,0,Completed,537.3,80.59,456.71,73.07,529.78
TXN014688,2025-04-15,20:41:37,BR004,CUST02594,PROD059,1,237.37,0.1,0.16,Card,,Physical Store,EMP028,0,Completed,237.37,23.74,213.63,34.18,247.81
TXN014689,2026-02-10,09:12:08,BR001,CUST02344,PROD059,4,244.88,0.05,0.16,M-Pesa,683M0MOMYH,Physical Store,EMP049,0,Completed,979.52,48.98,930.54,148.89,1079.43
TXN014690,2025-10-19,16:07:45,BR008,CUST01090,PROD003,1,227.21,0.1,0.16,M-Pesa,YCVAWPCT90,Online,EMP008,150,Completed,227.21,22.72,204.49,32.72,387.21
TXN014691,2026-04-11,20:06:22,BR012,CUST02779,PROD005,2,3335.17,0.05,0.16,Bank Transfer,,Online,EMP048,350,Completed,6670.34,333.52,6336.82,1013.89,7700.71
TXN014692,2025-03-22,14:57:38,BR006,CUST01813,PROD010,1,309.89,0.15,0.16,M-Pesa,316342ZDOG,Physical Store,EMP054,0,Completed,309.89,46.48,263.41,42.15,305.56
TXN014693,2025-12-25,08:02:48,BR004,CUST01725,PROD021,1,5072.22,0.05,0.16,M-Pesa,TYN8UQU5CQ,Online,EMP028,200,Completed,5072.22,253.61,4818.61,770.98,5789.59
TXN014694,2025-02-26,15:05:43,BR001,CUST00851,PROD099,1,341.28,0.05,0.16,M-Pesa,74AC48RY85,Physical Store,EMP025,0,Completed,341.28,17.06,324.22,51.88,376.1
TXN014695,2026-06-26,17:49:22,BR009,CUST01405,PROD036,1,567.61,0.15,0.16,M-Pesa,8DX6IXM5IW,Physical Store,EMP057,0,Completed,567.61,85.14,482.47,77.2,559.67
TXN014696,2026-08-22,08:34:12,BR010,CUST00917,PROD022,1,176.1,0.1,0.16,Cash,,Physical Store,EMP058,0,Completed,176.1,17.61,158.49,25.36,183.85
TXN014697,2025-11-19,13:35:37,BR008,CUST00539,PROD051,3,226.39,0,0.16,Cash,,Online,EMP032,150,Completed,679.17,0.0,679.17,108.67,937.84
TXN014698,2026-07-28,14:40:57,BR001,CUST00216,PROD035,2,389.96,0,0.16,Card,,WhatsApp Order,EMP049,300,Completed,779.92,0.0,779.92,124.79,1204.71
TXN014699,2025-02-05,10:02:51,BR009,CUST01743,PROD011,1,498.49,0,0.16,Bank Transfer,,Physical Store,EMP045,0,Completed,498.49,0.0,498.49,79.76,578.25
TXN014700,2026-06-01,08:24:07,BR001,CUST01103,PROD115,1,165.79,0.05,0.16,Cash,,Physical Store,EMP037,0,Completed,165.79,8.29,157.5,25.2,182.7
TXN014701,2025-09-12,16:49:23,BR001,CUST02997,PROD065,3,153.27,0,0.16,Bank Transfer,,Online,EMP013,150,Completed,459.81,0.0,459.81,73.57,683.38
TXN014702,2026-05-01,18:13:05,BR006,CUST00593,PROD107,1,491.45,0.15,0.16,M-Pesa,N1ZVYQK0KB,Physical Store,EMP006,0,Completed,491.45,73.72,417.73,66.84,484.57
TXN014703,2026-08-16,12:39:27,BR002,CUST00616,PROD036,1,554.01,0.15,0.16,Card,,WhatsApp Order,EMP038,300,Completed,554.01,83.1,470.91,75.35,846.26
TXN014704,2026-07-12,20:38:19,BR010,CUST01024,PROD021,1,4965.54,0.15,0.16,M-Pesa,A9TOKOOXC8,Physical Store,EMP058,0,Completed,4965.54,744.83,4220.71,675.31,4896.02
TXN014705,2025-08-26,16:04:48,BR005,CUST00031,PROD067,1,186.65,0.15,0.16,Card,,Physical Store,EMP041,0,Completed,186.65,28.0,158.65,25.38,184.03
TXN014706,2025-12-08,16:28:34,BR003,CUST02065,PROD058,1,86.66,0.15,0.16,M-Pesa,9CSG0374NA,Online,EMP027,150,Completed,86.66,13.0,73.66,11.79,235.45
TXN014707,2025-12-05,10:29:19,BR001,CUST01100,PROD101,1,2935.01,0,0.16,M-Pesa,JCX5C60YXN,Physical Store,EMP037,0,Completed,2935.01,0.0,2935.01,469.6,3404.61
TXN014708,2025-07-11,17:09:00,BR005,CUST01815,PROD010,1,303.24,0,0.16,Card,,Physical Store,EMP029,0,Completed,303.24,0.0,303.24,48.52,351.76
TXN014709,2025-12-11,10:09:35,BR005,CUST01868,PROD058,1,82.46,0.05,0.16,Card,,Physical Store,EMP017,0,Completed,82.46,4.12,78.34,12.53,90.87
TXN014710,2025-12-11,15:08:11,BR006,CUST01797,PROD034,2,138.09,0.05,0.16,M-Pesa,S9NOF3CMZ0,Physical Store,EMP006,0,Completed,276.18,13.81,262.37,41.98,304.35
TXN014711,2025-12-24,14:04:06,BR002,CUST00825,PROD056,5,1169.77,0.05,0.16,M-Pesa,BY6QVPVDJN,Physical Store,EMP026,0,Completed,5848.85,292.44,5556.41,889.03,6445.44
TXN014712,2026-08-31,14:26:08,BR004,CUST02486,PROD065,4,155.73,0,0.16,M-Pesa,WZ3B1YY7U4,Physical Store,EMP052,0,Completed,622.92,0.0,622.92,99.67,722.59
TXN014713,2026-02-16,10:17:35,BR010,CUST01404,PROD113,5,732.89,0,0.16,M-Pesa,BJY3570O96,Physical Store,EMP058,0,Completed,3664.45,0.0,3664.45,586.31,4250.76
TXN014714,2025-08-28,09:42:14,BR011,CUST00940,PROD119,4,2539.4,0.05,0.16,M-Pesa,YQ7H9U11ID,Physical Store,EMP059,0,Completed,10157.6,507.88,9649.72,1543.96,11193.68
TXN014715,2026-07-22,20:00:53,BR012,CUST00927,PROD105,1,333.66,0.15,0.16,M-Pesa,MN41ORS3A9,Physical Store,EMP048,0,Completed,333.66,50.05,283.61,45.38,328.99
TXN014716,2026-08-21,08:21:21,BR001,CUST01916,PROD067,1,192.71,0.15,0.16,M-Pesa,MI5LMURN1X,Physical Store,EMP037,0,Completed,192.71,28.91,163.8,26.21,190.01
TXN014717,2025-06-14,15:20:29,BR001,CUST00292,PROD092,5,291.86,0,0.16,M-Pesa,43OZMVEYDS,Physical Store,EMP049,0,Completed,1459.3,0.0,1459.3,233.49,1692.79
TXN014718,2025-02-28,15:43:20,BR003,CUST02930,PROD023,5,1542.7,0.1,0.16,Bank Transfer,,Physical Store,EMP027,0,Completed,7713.5,771.35,6942.15,1110.74,8052.89
TXN014719,2025-08-31,20:36:20,BR003,CUST02343,PROD073,10,313.07,0,0.16,M-Pesa,WN43CU9U05,Physical Store,EMP051,0,Completed,3130.7,0.0,3130.7,500.91,3631.61
TXN014720,2026-06-14,15:05:51,BR002,CUST00497,PROD111,1,589.23,0,0.16,Card,,Physical Store,EMP014,0,Completed,589.23,0.0,589.23,94.28,683.51
TXN014721,2026-05-25,08:23:34,BR001,CUST02220,PROD052,2,130.56,0,0.16,Card,,Online,EMP013,350,Completed,261.12,0.0,261.12,41.78,652.9
TXN014722,2026-02-22,16:03:15,BR004,CUST00926,PROD011,1,498.41,0,0.16,Bank Transfer,,Physical Store,EMP028,0,Completed,498.41,0.0,498.41,79.75,578.16
TXN014723,2026-06-17,16:14:26,BR004,CUST02665,PROD026,2,89.22,0.05,0.16,M-Pesa,TD9VNZNRYC,Online,EMP052,400,Completed,178.44,8.92,169.52,27.12,596.64
TXN014724,2026-04-18,12:03:33,BR009,CUST00892,PROD067,2,185.38,0,0.16,M-Pesa,1MSK95ZJL6,Physical Store,EMP057,0,Completed,370.76,0.0,370.76,59.32,430.08
TXN014725,2025-08-03,08:41:40,BR001,CUST01191,PROD120,2,1004.0,0.15,0.16,Card,,Physical Store,EMP037,0,Completed,2008.0,301.2,1706.8,273.09,1979.89
TXN014726,2025-08-29,15:59:11,BR010,CUST01042,PROD093,3,936.74,0.1,0.16,Cash,,Physical Store,EMP010,0,Completed,2810.22,281.02,2529.2,404.67,2933.87
TXN014727,2026-07-13,11:29:25,BR010,CUST01809,PROD094,1,69.04,0.1,0.16,Cash,,Physical Store,EMP034,0,Completed,69.04,6.9,62.14,9.94,72.08
TXN014728,2026-07-31,13:24:07,BR007,CUST01072,PROD028,4,397.63,0.05,0.16,Card,,Physical Store,EMP031,0,Completed,1590.52,79.53,1510.99,241.76,1752.75
TXN014729,2025-04-05,10:08:17,BR005,CUST02515,PROD009,5,311.69,0.05,0.16,M-Pesa,U3TIMNOAID,Physical Store,EMP029,0,Completed,1558.45,77.92,1480.53,236.88,1717.41
TXN014730,2026-05-25,14:02:28,BR011,CUST00281,PROD037,2,4101.82,0,0.16,M-Pesa,XJ2AD2411B,Physical Store,EMP023,0,Completed,8203.64,0.0,8203.64,1312.58,9516.22
TXN014731,2025-07-31,15:25:20,BR005,CUST02954,PROD060,3,417.02,0,0.16,M-Pesa,PDJ9NPQOU3,Online,EMP041,150,Completed,1251.06,0.0,1251.06,200.17,1601.23
TXN014732,2025-11-08,08:24:50,BR002,CUST01055,PROD010,3,305.67,0,0.16,Card,,Physical Store,EMP026,0,Completed,917.01,0.0,917.01,146.72,1063.73
TXN014733,2026-06-20,17:20:49,BR012,CUST01176,PROD029,2,2011.18,0.05,0.16,Card,,Online,EMP012,350,Completed,4022.36,201.12,3821.24,611.4,4782.64
TXN014734,2026-08-07,13:31:43,BR009,CUST00361,PROD076,1,304.93,0.05,0.16,M-Pesa,3TMIWSKKBT,WhatsApp Order,EMP045,400,Completed,304.93,15.25,289.68,46.35,736.03
TXN014735,2025-09-20,19:35:58,BR003,CUST02710,PROD074,3,303.25,0,0.16,Card,,Online,EMP003,350,Completed,909.75,0.0,909.75,145.56,1405.31
TXN014736,2025-03-01,12:01:42,BR004,CUST00228,PROD119,1,2550.25,0,0.16,Cash,,Physical Store,EMP028,0,Completed,2550.25,0.0,2550.25,408.04,2958.29
TXN014737,2025-03-14,18:19:08,BR001,CUST00947,PROD078,2,123.5,0,0.16,Bank Transfer,,Physical Store,EMP025,0,Completed,247.0,0.0,247.0,39.52,286.52
TXN014738,2026-08-11,12:40:28,BR001,CUST01565,PROD049,1,553.73,0,0.16,M-Pesa,B02OZX5L8U,Physical Store,EMP037,0,Completed,553.73,0.0,553.73,88.6,642.33
TXN014739,2025-12-11,11:20:03,BR006,CUST01291,PROD104,2,871.14,0.05,0.16,Cash,,Physical Store,EMP006,0,Completed,1742.28,87.11,1655.17,264.83,1920.0
TXN014740,2025-08-12,16:24:55,BR008,CUST02338,PROD051,1,220.07,0,0.16,Card,,WhatsApp Order,EMP056,0,Cancelled,220.07,0.0,220.07,35.21,0
TXN014741,2025-07-14,19:39:00,BR002,CUST00868,PROD039,1,872.95,0.15,0.16,Cash,,Physical Store,EMP038,0,Completed,872.95,130.94,742.01,118.72,860.73
TXN014742,2025-09-13,15:35:25,BR001,CUST01838,PROD033,10,165.38,0,0.16,M-Pesa,G7UJ3EQ25P,Online,EMP037,0,Cancelled,1653.8,0.0,1653.8,264.61,0
TXN014743,2025-10-23,08:42:44,BR005,CUST00068,PROD033,1,163.09,0,0.16,M-Pesa,UJ3G4FXZSH,Physical Store,EMP017,0,Completed,163.09,0.0,163.09,26.09,189.18
TXN014744,2026-08-15,17:50:16,BR001,CUST00592,PROD039,1,842.56,0,0.16,M-Pesa,6PBHFYR3FF,Online,EMP049,250,Completed,842.56,0.0,842.56,134.81,1227.37
TXN014745,2026-01-12,12:59:28,BR005,CUST01627,PROD043,2,307.84,0.05,0.16,Cash,,Physical Store,EMP005,0,Completed,615.68,30.78,584.9,93.58,678.48
TXN014746,2026-08-11,14:29:48,BR009,CUST02686,PROD047,2,609.19,0.15,0.16,M-Pesa,GD8X92JMP2,Online,EMP021,250,Completed,1218.38,182.76,1035.62,165.7,1451.32
TXN014747,2025-08-29,18:34:10,BR004,CUST02212,PROD030,10,98.31,0.1,0.16,M-Pesa,8TCZJOKLHX,Physical Store,EMP052,0,Completed,983.1,98.31,884.79,141.57,1026.36
TXN014748,2026-06-24,11:06:30,BR011,CUST01138,PROD032,2,2281.43,0,0.16,M-Pesa,M8O2BMYJM2,Physical Store,EMP035,0,Completed,4562.86,0.0,4562.86,730.06,5292.92
TXN014749,2026-01-01,14:01:56,BR005,CUST02388,PROD003,3,234.08,0.1,0.16,M-Pesa,NWPHP15QNT,WhatsApp Order,EMP017,350,Completed,702.24,70.22,632.02,101.12,1083.14
TXN014750,2026-05-29,10:47:46,BR002,CUST01329,PROD087,1,2290.91,0.05,0.16,M-Pesa,P23MBNYSGF,Physical Store,EMP026,0,Completed,2290.91,114.55,2176.36,348.22,2524.58
TXN014751,2025-11-05,18:13:35,BR002,CUST02676,PROD107,2,496.93,0,0.16,M-Pesa,IDZEQM0GSD,Physical Store,EMP014,0,Completed,993.86,0.0,993.86,159.02,1152.88
TXN014752,2025-05-26,08:26:50,BR008,CUST01766,PROD027,1,214.01,0.1,0.16,M-Pesa,1OW956ZFXX,Physical Store,EMP056,0,Completed,214.01,21.4,192.61,30.82,223.43
TXN014753,2026-08-11,20:23:29,BR008,CUST02514,PROD054,3,221.97,0.1,0.16,Cash,,Physical Store,EMP020,0,Completed,665.91,66.59,599.32,95.89,695.21
TXN014754,2026-02-19,12:45:04,BR002,CUST02362,PROD075,1,324.78,0,0.16,M-Pesa,N623GX6NL9,Physical Store,EMP026,0,Completed,324.78,0.0,324.78,51.96,376.74
TXN014755,2026-05-06,16:36:02,BR001,CUST01118,PROD086,1,243.95,0,0.16,M-Pesa,0HLDC0CG9X,Online,EMP001,400,Completed,243.95,0.0,243.95,39.03,682.98
TXN014756,2026-02-06,09:24:08,BR001,CUST01363,PROD099,2,346.95,0,0.16,M-Pesa,G2YYZY9COK,Online,EMP037,150,Completed,693.9,0.0,693.9,111.02,954.92
TXN014757,2025-08-15,09:10:43,BR001,CUST01756,PROD063,2,468.2,0.1,0.16,Bank Transfer,,Physical Store,EMP037,0,Completed,936.4,93.64,842.76,134.84,977.6
TXN014758,2025-10-22,10:48:51,BR001,CUST02826,PROD098,3,150.64,0.05,0.16,Card,,Online,EMP001,300,Completed,451.92,22.6,429.32,68.69,798.01
TXN014759,2025-10-20,20:02:51,BR002,CUST01529,PROD003,1,235.18,0,0.16,M-Pesa,O3PT1KH3JL,Online,EMP038,150,Completed,235.18,0.0,235.18,37.63,422.81
TXN014760,2025-04-04,15:02:24,BR003,CUST02803,PROD035,1,412.33,0,0.16,Card,,Physical Store,EMP027,0,Completed,412.33,0.0,412.33,65.97,478.3
TXN014761,2025-09-22,14:31:36,BR003,CUST02698,PROD033,2,163.03,0.05,0.16,M-Pesa,G8ORVL5ZNY,Online,EMP039,150,Completed,326.06,16.3,309.76,49.56,509.32
TXN014762,2025-12-27,20:46:48,BR008,CUST00804,PROD006,2,513.35,0,0.16,M-Pesa,I25XTIT5PC,WhatsApp Order,EMP056,250,Completed,1026.7,0.0,1026.7,164.27,1440.97
