Expense_ID,Date,Branch_ID,Expense_Category,Amount_KES,Payment_Status
EXP001356,2026-03-01,BR002,Transport,62839.03,Paid
EXP001357,2026-03-25,BR002,Marketing,26591.04,Paid
EXP001358,2026-03-19,BR002,Security,42487.12,Paid
EXP001359,2026-03-08,BR002,Maintenance,44283.51,Paid
EXP001360,2026-03-17,BR002,Staff Welfare,27360.5,Paid
EXP001361,2026-03-21,BR003,Rent,245080.33,Paid
EXP001362,2026-03-20,BR003,Electricity,47822.71,Paid
EXP001363,2026-03-03,BR003,Internet,26679.4,Paid
EXP001364,2026-03-22,BR003,Transport,60978.5,Paid
EXP001365,2026-03-16,BR003,Marketing,55098.74,Paid
EXP001366,2026-03-09,BR003,Security,36055.09,Paid
EXP001367,2026-03-25,BR003,Maintenance,7670.86,Paid
EXP001368,2026-03-08,BR003,Staff Welfare,29621.21,Paid
EXP001369,2026-03-23,BR004,Rent,182168.48,Paid
EXP001370,2026-03-17,BR004,Electricity,81913.96,Pending
EXP001371,2026-03-01,BR004,Internet,21274.46,Paid
EXP001372,2026-03-20,BR004,Transport,29108.87,Pending
EXP001373,2026-03-23,BR004,Marketing,13973.12,Paid
EXP001374,2026-03-18,BR004,Security,40177.19,Pending
EXP001375,2026-03-15,BR004,Maintenance,18908.5,Paid
EXP001376,2026-03-09,BR004,Staff Welfare,11345.05,Paid
EXP001377,2026-03-01,BR005,Rent,206496.87,Paid
EXP001378,2026-03-14,BR005,Electricity,29364.32,Pending
EXP001379,2026-03-17,BR005,Internet,25171.14,Paid
EXP001380,2026-03-03,BR005,Transport,52076.3,Paid
EXP001381,2026-03-11,BR005,Marketing,34332.48,Paid
EXP001382,2026-03-11,BR005,Security,21884.88,Paid
EXP001383,2026-03-14,BR005,Maintenance,20654.87,Pending
EXP001384,2026-03-21,BR005,Staff Welfare,17664.43,Paid
EXP001385,2026-03-01,BR006,Rent,241716.35,Pending
EXP001386,2026-03-25,BR006,Electricity,79358.71,Pending
EXP001387,2026-03-19,BR006,Internet,21467.33,Paid
EXP001388,2026-03-15,BR006,Transport,33642.12,Paid
EXP001389,2026-03-24,BR006,Marketing,53998.67,Paid
EXP001390,2026-03-16,BR006,Security,24821.94,Paid
EXP001391,2026-03-20,BR006,Maintenance,16275.2,Paid
EXP001392,2026-03-17,BR006,Staff Welfare,18067.3,Paid
EXP001393,2026-03-22,BR007,Rent,269892.05,Paid
EXP001394,2026-03-22,BR007,Electricity,53567.1,Paid
EXP001395,2026-03-10,BR007,Internet,28616.2,Paid
EXP001396,2026-03-12,BR007,Transport,37545.43,Pending
EXP001397,2026-03-18,BR007,Marketing,57114.7,Pending
EXP001398,2026-03-04,BR007,Security,18256.97,Pending
EXP001399,2026-03-19,BR007,Maintenance,32082.72,Pending
EXP001400,2026-03-19,BR007,Staff Welfare,9146.81,Paid
EXP001401,2026-03-12,BR008,Rent,223758.94,Pending
EXP001402,2026-03-07,BR008,Electricity,76869.86,Pending
EXP001403,2026-03-05,BR008,Internet,25198.33,Pending
EXP001404,2026-03-02,BR008,Transport,17839.39,Paid
EXP001405,2026-03-26,BR008,Marketing,34414.1,Pending
EXP001406,2026-03-24,BR008,Security,32678.44,Paid
EXP001407,2026-03-21,BR008,Maintenance,30334.0,Paid
EXP001408,2026-03-13,BR008,Staff Welfare,27327.85,Paid
EXP001409,2026-03-16,BR009,Rent,224633.45,Paid
EXP001410,2026-03-11,BR009,Electricity,83383.21,Paid
EXP001411,2026-03-17,BR009,Internet,17149.53,Pending
EXP001412,2026-03-13,BR009,Transport,17176.5,Pending
EXP001413,2026-03-06,BR009,Marketing,76744.84,Paid
EXP001414,2026-03-05,BR009,Security,43058.22,Paid
EXP001415,2026-03-21,BR009,Maintenance,14006.32,Paid
EXP001416,2026-03-15,BR009,Staff Welfare,26471.35,Paid
EXP001417,2026-03-13,BR010,Rent,155845.85,Paid
EXP001418,2026-03-22,BR010,Electricity,31212.58,Paid
EXP001419,2026-03-11,BR010,Internet,12979.51,Paid
EXP001420,2026-03-12,BR010,Transport,55457.02,Paid
EXP001421,2026-03-16,BR010,Marketing,85365.42,Pending
EXP001422,2026-03-08,BR010,Security,42097.01,Paid
EXP001423,2026-03-26,BR010,Maintenance,28736.92,Paid
EXP001424,2026-03-10,BR010,Staff Welfare,20977.12,Paid
EXP001425,2026-03-04,BR011,Rent,198152.56,Pending
EXP001426,2026-03-07,BR011,Electricity,55178.16,Paid
EXP001427,2026-03-24,BR011,Internet,19546.23,Pending
EXP001428,2026-03-02,BR011,Transport,48370.63,Paid
EXP001429,2026-03-12,BR011,Marketing,67658.26,Pending
EXP001430,2026-03-23,BR011,Security,28774.08,Paid
EXP001431,2026-03-23,BR011,Maintenance,35323.58,Paid
EXP001432,2026-03-20,BR011,Staff Welfare,5667.31,Paid
EXP001433,2026-03-08,BR012,Rent,150371.28,Pending
EXP001434,2026-03-23,BR012,Electricity,29244.51,Paid
EXP001435,2026-03-26,BR012,Internet,17093.83,Paid
EXP001436,2026-03-02,BR012,Transport,47665.27,Paid
EXP001437,2026-03-22,BR012,Marketing,62028.41,Pending
EXP001438,2026-03-06,BR012,Security,30886.26,Pending
EXP001439,2026-03-16,BR012,Maintenance,7661.7,Pending
EXP001440,2026-03-23,BR012,Staff Welfare,29264.36,Paid
EXP001441,2026-04-16,BR001,Rent,401454.62,Paid
EXP001442,2026-04-19,BR001,Electricity,53143.55,Paid
EXP001443,2026-04-06,BR001,Internet,24846.45,Paid
EXP001444,2026-04-21,BR001,Transport,36366.04,Paid
EXP001445,2026-04-19,BR001,Marketing,34800.43,Paid
EXP001446,2026-04-02,BR001,Security,22614.16,Paid
EXP001447,2026-04-10,BR001,Maintenance,28057.86,Pending
EXP001448,2026-04-13,BR001,Staff Welfare,17409.82,Paid
EXP001449,2026-04-10,BR002,Rent,381165.62,Pending
EXP001450,2026-04-24,BR002,Electricity,65339.17,Paid
EXP001451,2026-04-26,BR002,Internet,25320.77,Paid
EXP001452,2026-04-12,BR002,Transport,22806.94,Paid
EXP001453,2026-04-09,BR002,Marketing,46140.78,Paid
EXP001454,2026-04-22,BR002,Security,28015.46,Paid
EXP001455,2026-04-18,BR002,Maintenance,49176.73,Pending
EXP001456,2026-04-13,BR002,Staff Welfare,19723.32,Paid
EXP001457,2026-04-23,BR003,Rent,248896.13,Paid
EXP001458,2026-04-26,BR003,Electricity,84091.21,Paid
EXP001459,2026-04-05,BR003,Internet,16523.67,Paid
EXP001460,2026-04-17,BR003,Transport,26116.55,Pending
EXP001461,2026-04-06,BR003,Marketing,22729.44,Pending
EXP001462,2026-04-22,BR003,Security,27515.47,Paid
EXP001463,2026-04-06,BR003,Maintenance,26688.9,Paid
EXP001464,2026-04-08,BR003,Staff Welfare,11810.98,Pending
EXP001465,2026-04-25,BR004,Rent,177622.67,Paid
EXP001466,2026-04-03,BR004,Electricity,45922.63,Paid
EXP001467,2026-04-14,BR004,Internet,29525.13,Paid
EXP001468,2026-04-24,BR004,Transport,67424.17,Pending
EXP001469,2026-04-25,BR004,Marketing,31438.76,Paid
EXP001470,2026-04-21,BR004,Security,43384.52,Pending
EXP001471,2026-04-07,BR004,Maintenance,6781.98,Pending
EXP001472,2026-04-16,BR004,Staff Welfare,32199.27,Pending
EXP001473,2026-04-06,BR005,Rent,202265.99,Paid
EXP001474,2026-04-11,BR005,Electricity,70731.74,Pending
EXP001475,2026-04-17,BR005,Internet,20358.34,Paid
EXP001476,2026-04-10,BR005,Transport,62351.63,Paid
EXP001477,2026-04-21,BR005,Marketing,41398.89,Paid
EXP001478,2026-04-07,BR005,Security,19959.62,Paid
EXP001479,2026-04-05,BR005,Maintenance,20686.55,Paid
EXP001480,2026-04-04,BR005,Staff Welfare,26418.03,Pending
EXP001481,2026-04-17,BR006,Rent,241029.9,Paid
EXP001482,2026-04-02,BR006,Electricity,73341.08,Paid
EXP001483,2026-04-07,BR006,Internet,13091.72,Paid
EXP001484,2026-04-06,BR006,Transport,56250.16,Paid
EXP001485,2026-04-23,BR006,Marketing,32717.95,Pending
EXP001486,2026-04-16,BR006,Security,24284.68,Paid
EXP001487,2026-04-06,BR006,Maintenance,41276.46,Paid
EXP001488,2026-04-25,BR006,Staff Welfare,9804.58,Paid
EXP001489,2026-04-14,BR007,Rent,274546.65,Pending
EXP001490,2026-04-22,BR007,Electricity,62893.86,Pending
EXP001491,2026-04-10,BR007,Internet,15881.68,Pending
EXP001492,2026-04-19,BR007,Transport,64616.01,Paid
EXP001493,2026-04-15,BR007,Marketing,13642.46,Pending
EXP001494,2026-04-21,BR007,Security,26265.13,Paid
EXP001495,2026-04-11,BR007,Maintenance,19918.22,Paid
EXP001496,2026-04-04,BR007,Staff Welfare,20835.23,Paid
EXP001497,2026-04-03,BR008,Rent,224512.15,Paid
EXP001498,2026-04-14,BR008,Electricity,28233.13,Paid
EXP001499,2026-04-03,BR008,Internet,23858.24,Paid
EXP001500,2026-04-16,BR008,Transport,31961.0,Paid
EXP001501,2026-04-08,BR008,Marketing,31555.38,Paid
EXP001502,2026-04-11,BR008,Security,22711.18,Paid
EXP001503,2026-04-12,BR008,Maintenance,35078.09,Paid
EXP001504,2026-04-21,BR008,Staff Welfare,32449.24,Paid
EXP001505,2026-04-21,BR009,Rent,218849.03,Paid
EXP001506,2026-04-23,BR009,Electricity,40272.68,Pending
EXP001507,2026-04-14,BR009,Internet,19931.65,Pending
EXP001508,2026-04-14,BR009,Transport,60896.03,Paid
EXP001509,2026-04-07,BR009,Marketing,56692.84,Paid
EXP001510,2026-04-02,BR009,Security,38964.81,Paid
EXP001511,2026-04-15,BR009,Maintenance,42813.89,Pending
EXP001512,2026-04-15,BR009,Staff Welfare,31401.17,Pending
EXP001513,2026-04-09,BR010,Rent,161127.03,Pending
EXP001514,2026-04-24,BR010,Electricity,69614.46,Paid
EXP001515,2026-04-02,BR010,Internet,20962.99,Paid
EXP001516,2026-04-11,BR010,Transport,37779.48,Paid
EXP001517,2026-04-15,BR010,Marketing,13616.12,Paid
EXP001518,2026-04-06,BR010,Security,44697.6,Paid
EXP001519,2026-04-02,BR010,Maintenance,48588.17,Pending
EXP001520,2026-04-12,BR010,Staff Welfare,24204.91,Paid
EXP001521,2026-04-03,BR011,Rent,193272.58,Paid
EXP001522,2026-04-05,BR011,Electricity,34779.9,Pending
EXP001523,2026-04-12,BR011,Internet,25735.88,Pending
EXP001524,2026-04-14,BR011,Transport,46700.27,Paid
EXP001525,2026-04-15,BR011,Marketing,70335.62,Paid
EXP001526,2026-04-05,BR011,Security,34381.67,Pending
EXP001527,2026-04-24,BR011,Maintenance,28549.91,Pending
EXP001528,2026-04-26,BR011,Staff Welfare,8371.48,Pending
EXP001529,2026-04-18,BR012,Rent,156788.36,Paid
EXP001530,2026-04-09,BR012,Electricity,84847.05,Paid
EXP001531,2026-04-18,BR012,Internet,25843.57,Paid
EXP001532,2026-04-22,BR012,Transport,63924.16,Paid
EXP001533,2026-04-07,BR012,Marketing,88926.78,Pending
EXP001534,2026-04-12,BR012,Security,18117.35,Pending
EXP001535,2026-04-05,BR012,Maintenance,24157.95,Paid
EXP001536,2026-04-10,BR012,Staff Welfare,11327.15,Pending
EXP001537,2026-05-12,BR001,Rent,418836.6,Paid
EXP001538,2026-05-21,BR001,Electricity,41066.03,Paid
EXP001539,2026-05-21,BR001,Internet,19890.59,Paid
EXP001540,2026-05-01,BR001,Transport,48515.27,Paid
EXP001541,2026-05-26,BR001,Marketing,34062.09,Paid
EXP001542,2026-05-23,BR001,Security,18565.9,Paid
EXP001543,2026-05-04,BR001,Maintenance,11670.37,Paid
EXP001544,2026-05-08,BR001,Staff Welfare,28023.79,Paid
EXP001545,2026-05-06,BR002,Rent,387828.46,Paid
EXP001546,2026-05-25,BR002,Electricity,59533.45,Pending
EXP001547,2026-05-12,BR002,Internet,24382.25,Paid
EXP001548,2026-05-01,BR002,Transport,24747.46,Paid
EXP001549,2026-05-04,BR002,Marketing,86718.42,Pending
EXP001550,2026-05-07,BR002,Security,19107.32,Paid
EXP001551,2026-05-18,BR002,Maintenance,32757.31,Paid
EXP001552,2026-05-06,BR002,Staff Welfare,29998.89,Paid
EXP001553,2026-05-18,BR003,Rent,240732.2,Paid
EXP001554,2026-05-16,BR003,Electricity,71822.63,Paid
EXP001555,2026-05-04,BR003,Internet,25030.56,Paid
EXP001556,2026-05-26,BR003,Transport,17287.05,Pending
EXP001557,2026-05-02,BR003,Marketing,49930.73,Paid
EXP001558,2026-05-20,BR003,Security,44932.13,Paid
EXP001559,2026-05-20,BR003,Maintenance,45473.47,Pending
EXP001560,2026-05-14,BR003,Staff Welfare,11541.9,Paid
EXP001561,2026-05-07,BR004,Rent,179536.26,Paid
EXP001562,2026-05-02,BR004,Electricity,71018.01,Paid
EXP001563,2026-05-04,BR004,Internet,21974.73,Paid
EXP001564,2026-05-03,BR004,Transport,21685.11,Pending
EXP001565,2026-05-14,BR004,Marketing,36270.16,Paid
EXP001566,2026-05-07,BR004,Security,29848.54,Paid
EXP001567,2026-05-04,BR004,Maintenance,28274.98,Pending
EXP001568,2026-05-09,BR004,Staff Welfare,12902.01,Paid
EXP001569,2026-05-24,BR005,Rent,206492.19,Paid
EXP001570,2026-05-26,BR005,Electricity,53249.33,Paid
EXP001571,2026-05-19,BR005,Internet,20170.26,Paid
EXP001572,2026-05-16,BR005,Transport,45241.45,Paid
EXP001573,2026-05-23,BR005,Marketing,70483.96,Paid
EXP001574,2026-05-02,BR005,Security,26956.03,Paid
EXP001575,2026-05-04,BR005,Maintenance,24049.3,Paid
EXP001576,2026-05-10,BR005,Staff Welfare,27385.01,Pending
EXP001577,2026-05-18,BR006,Rent,251326.49,Paid
EXP001578,2026-05-15,BR006,Electricity,78824.01,Paid
EXP001579,2026-05-19,BR006,Internet,12004.76,Paid
EXP001580,2026-05-14,BR006,Transport,45538.87,Pending
EXP001581,2026-05-14,BR006,Marketing,11487.36,Pending
EXP001582,2026-05-24,BR006,Security,18848.15,Paid
EXP001583,2026-05-03,BR006,Maintenance,46779.16,Paid
EXP001584,2026-05-08,BR006,Staff Welfare,5540.26,Paid
EXP001585,2026-05-17,BR007,Rent,275398.31,Paid
EXP001586,2026-05-08,BR007,Electricity,80709.3,Paid
EXP001587,2026-05-07,BR007,Internet,14479.03,Paid
EXP001588,2026-05-01,BR007,Transport,21959.48,Paid
EXP001589,2026-05-21,BR007,Marketing,46639.4,Pending
EXP001590,2026-05-03,BR007,Security,42844.47,Pending
EXP001591,2026-05-18,BR007,Maintenance,12239.08,Paid
EXP001592,2026-05-07,BR007,Staff Welfare,24095.78,Pending
EXP001593,2026-05-10,BR008,Rent,227082.6,Pending
EXP001594,2026-05-24,BR008,Electricity,25939.77,Pending
EXP001595,2026-05-04,BR008,Internet,12206.35,Pending
EXP001596,2026-05-12,BR008,Transport,38855.93,Paid
EXP001597,2026-05-16,BR008,Marketing,72264.81,Paid
EXP001598,2026-05-17,BR008,Security,18332.47,Paid
EXP001599,2026-05-24,BR008,Maintenance,13892.0,Paid
EXP001600,2026-05-11,BR008,Staff Welfare,11689.16,Pending
EXP001601,2026-05-16,BR009,Rent,216208.91,Paid
EXP001602,2026-05-04,BR009,Electricity,71266.1,Paid
EXP001603,2026-05-19,BR009,Internet,29521.49,Paid
EXP001604,2026-05-22,BR009,Transport,33283.36,Paid
EXP001605,2026-05-08,BR009,Marketing,64474.21,Paid
EXP001606,2026-05-15,BR009,Security,20486.23,Paid
EXP001607,2026-05-18,BR009,Maintenance,14786.0,Paid
EXP001608,2026-05-07,BR009,Staff Welfare,33002.6,Pending
EXP001609,2026-05-20,BR010,Rent,165106.26,Paid
EXP001610,2026-05-24,BR010,Electricity,70706.63,Paid
EXP001611,2026-05-04,BR010,Internet,19436.38,Paid
EXP001612,2026-05-15,BR010,Transport,57406.18,Pending
EXP001613,2026-05-15,BR010,Marketing,78010.42,Paid
EXP001614,2026-05-03,BR010,Security,19940.12,Paid
EXP001615,2026-05-23,BR010,Maintenance,24178.22,Paid
EXP001616,2026-05-16,BR010,Staff Welfare,12941.08,Paid
EXP001617,2026-05-25,BR011,Rent,180773.11,Paid
EXP001618,2026-05-19,BR011,Electricity,64630.12,Paid
EXP001619,2026-05-20,BR011,Internet,25322.72,Paid
EXP001620,2026-05-17,BR011,Transport,17178.74,Paid
EXP001621,2026-05-07,BR011,Marketing,33742.22,Paid
EXP001622,2026-05-08,BR011,Security,28379.88,Paid
EXP001623,2026-05-11,BR011,Maintenance,47829.94,Paid
EXP001624,2026-05-07,BR011,Staff Welfare,13242.76,Paid
EXP001625,2026-05-09,BR012,Rent,156421.81,Paid
EXP001626,2026-05-16,BR012,Electricity,65076.96,Paid
EXP001627,2026-05-02,BR012,Internet,23825.0,Paid
EXP001628,2026-05-20,BR012,Transport,15561.1,Pending
EXP001629,2026-05-01,BR012,Marketing,86265.01,Paid
EXP001630,2026-05-10,BR012,Security,37417.21,Paid
EXP001631,2026-05-14,BR012,Maintenance,31264.91,Paid
EXP001632,2026-05-19,BR012,Staff Welfare,7792.52,Paid
EXP001633,2026-06-17,BR001,Rent,438235.79,Pending
EXP001634,2026-06-17,BR001,Electricity,41539.32,Paid
EXP001635,2026-06-22,BR001,Internet,17785.13,Pending
EXP001636,2026-06-18,BR001,Transport,59545.04,Paid
EXP001637,2026-06-05,BR001,Marketing,22946.48,Paid
EXP001638,2026-06-24,BR001,Security,34833.98,Pending
EXP001639,2026-06-21,BR001,Maintenance,33960.76,Paid
EXP001640,2026-06-03,BR001,Staff Welfare,12636.12,Pending
EXP001641,2026-06-23,BR002,Rent,373691.84,Paid
EXP001642,2026-06-17,BR002,Electricity,68528.36,Paid
EXP001643,2026-06-19,BR002,Internet,23729.68,Paid
EXP001644,2026-06-09,BR002,Transport,49743.26,Paid
EXP001645,2026-06-09,BR002,Marketing,21003.68,Paid
EXP001646,2026-06-09,BR002,Security,25939.37,Pending
EXP001647,2026-06-12,BR002,Maintenance,46915.06,Paid
EXP001648,2026-06-19,BR002,Staff Welfare,29545.33,Paid
EXP001649,2026-06-19,BR003,Rent,235440.3,Paid
EXP001650,2026-06-21,BR003,Electricity,44974.96,Pending
EXP001651,2026-06-19,BR003,Internet,28916.13,Paid
EXP001652,2026-06-20,BR003,Transport,15752.87,Paid
EXP001653,2026-06-13,BR003,Marketing,64412.5,Paid
EXP001654,2026-06-21,BR003,Security,18120.0,Paid
EXP001655,2026-06-05,BR003,Maintenance,11363.46,Paid
EXP001656,2026-06-24,BR003,Staff Welfare,25047.39,Paid
EXP001657,2026-06-05,BR004,Rent,172934.86,Paid
EXP001658,2026-06-20,BR004,Electricity,49827.05,Pending
EXP001659,2026-06-08,BR004,Internet,26002.18,Paid
EXP001660,2026-06-14,BR004,Transport,39454.06,Paid
EXP001661,2026-06-07,BR004,Marketing,81027.95,Paid
EXP001662,2026-06-26,BR004,Security,40923.92,Paid
EXP001663,2026-06-04,BR004,Maintenance,15216.11,Pending
EXP001664,2026-06-17,BR004,Staff Welfare,10557.58,Pending
EXP001665,2026-06-14,BR005,Rent,201413.53,Paid
EXP001666,2026-06-25,BR005,Electricity,28754.87,Pending
EXP001667,2026-06-05,BR005,Internet,25705.46,Paid
EXP001668,2026-06-09,BR005,Transport,33993.44,Paid
EXP001669,2026-06-22,BR005,Marketing,79974.17,Pending
EXP001670,2026-06-13,BR005,Security,40497.68,Paid
EXP001671,2026-06-24,BR005,Maintenance,16120.71,Paid
EXP001672,2026-06-19,BR005,Staff Welfare,24692.78,Pending
EXP001673,2026-06-11,BR006,Rent,239863.38,Paid
EXP001674,2026-06-15,BR006,Electricity,34758.2,Paid
EXP001675,2026-06-05,BR006,Internet,25403.87,Paid
EXP001676,2026-06-07,BR006,Transport,51314.98,Pending
EXP001677,2026-06-10,BR006,Marketing,28120.74,Paid
EXP001678,2026-06-19,BR006,Security,22963.94,Paid
EXP001679,2026-06-24,BR006,Maintenance,36614.81,Pending
EXP001680,2026-06-12,BR006,Staff Welfare,31002.47,Pending
EXP001681,2026-06-24,BR007,Rent,284635.82,Paid
EXP001682,2026-06-09,BR007,Electricity,31571.58,Pending
EXP001683,2026-06-15,BR007,Internet,24952.56,Paid
EXP001684,2026-06-07,BR007,Transport,31744.57,Paid
EXP001685,2026-06-08,BR007,Marketing,37060.57,Paid
EXP001686,2026-06-10,BR007,Security,24311.6,Pending
EXP001687,2026-06-07,BR007,Maintenance,49328.27,Paid
EXP001688,2026-06-23,BR007,Staff Welfare,10142.85,Pending
EXP001689,2026-06-22,BR008,Rent,219836.83,Paid
EXP001690,2026-06-10,BR008,Electricity,34388.6,Pending
EXP001691,2026-06-24,BR008,Internet,29294.74,Pending
EXP001692,2026-06-01,BR008,Transport,45159.66,Pending
EXP001693,2026-06-21,BR008,Marketing,42356.7,Paid
EXP001694,2026-06-20,BR008,Security,21229.78,Paid
EXP001695,2026-06-21,BR008,Maintenance,7219.89,Pending
EXP001696,2026-06-03,BR008,Staff Welfare,17439.06,Paid
EXP001697,2026-06-02,BR009,Rent,223313.57,Pending
EXP001698,2026-06-10,BR009,Electricity,39438.26,Paid
EXP001699,2026-06-25,BR009,Internet,24764.89,Paid
EXP001700,2026-06-09,BR009,Transport,61992.16,Pending
EXP001701,2026-06-03,BR009,Marketing,60490.14,Pending
EXP001702,2026-06-12,BR009,Security,18851.91,Paid
EXP001703,2026-06-04,BR009,Maintenance,8127.2,Paid
EXP001704,2026-06-25,BR009,Staff Welfare,26051.27,Paid
EXP001705,2026-06-26,BR010,Rent,166710.35,Paid
EXP001706,2026-06-18,BR010,Electricity,49990.59,Pending
EXP001707,2026-06-26,BR010,Internet,26057.05,Pending
EXP001708,2026-06-07,BR010,Transport,63262.47,Paid
EXP001709,2026-06-13,BR010,Marketing,64664.83,Pending
EXP001710,2026-06-07,BR010,Security,39801.23,Pending
EXP001711,2026-06-08,BR010,Maintenance,32867.33,Paid
EXP001712,2026-06-10,BR010,Staff Welfare,31711.56,Pending
EXP001713,2026-06-22,BR011,Rent,192518.37,Paid
EXP001714,2026-06-01,BR011,Electricity,62044.75,Paid
EXP001715,2026-06-02,BR011,Internet,13314.31,Paid
EXP001716,2026-06-16,BR011,Transport,68223.01,Paid
EXP001717,2026-06-09,BR011,Marketing,48715.64,Paid
EXP001718,2026-06-18,BR011,Security,40394.87,Paid
EXP001719,2026-06-24,BR011,Maintenance,16428.33,Paid
EXP001720,2026-06-05,BR011,Staff Welfare,22267.94,Paid
EXP001721,2026-06-23,BR012,Rent,144900.54,Paid
EXP001722,2026-06-06,BR012,Electricity,32903.9,Paid
EXP001723,2026-06-18,BR012,Internet,19932.72,Paid
EXP001724,2026-06-15,BR012,Transport,69456.44,Pending
EXP001725,2026-06-19,BR012,Marketing,11448.1,Paid
EXP001726,2026-06-12,BR012,Security,22077.3,Paid
EXP001727,2026-06-12,BR012,Maintenance,47766.0,Paid
EXP001728,2026-06-14,BR012,Staff Welfare,18620.43,Pending
EXP001729,2026-07-01,BR001,Rent,421980.22,Pending
EXP001730,2026-07-19,BR001,Electricity,41749.2,Paid
EXP001731,2026-07-16,BR001,Internet,25774.1,Paid
EXP001732,2026-07-13,BR001,Transport,16587.08,Paid
EXP001733,2026-07-01,BR001,Marketing,60583.03,Paid
EXP001734,2026-07-26,BR001,Security,24057.22,Paid
EXP001735,2026-07-12,BR001,Maintenance,20885.74,Paid
EXP001736,2026-07-10,BR001,Staff Welfare,12572.38,Pending
EXP001737,2026-07-24,BR002,Rent,383858.11,Paid
EXP001738,2026-07-07,BR002,Electricity,73452.78,Paid
EXP001739,2026-07-04,BR002,Internet,19120.9,Paid
EXP001740,2026-07-20,BR002,Transport,42840.54,Paid
EXP001741,2026-07-03,BR002,Marketing,19265.4,Paid
EXP001742,2026-07-21,BR002,Security,21524.22,Paid
EXP001743,2026-07-20,BR002,Maintenance,23045.68,Paid
EXP001744,2026-07-16,BR002,Staff Welfare,32594.15,Pending
EXP001745,2026-07-02,BR003,Rent,244537.12,Pending
EXP001746,2026-07-06,BR003,Electricity,58537.07,Paid
EXP001747,2026-07-20,BR003,Internet,22550.94,Pending
EXP001748,2026-07-01,BR003,Transport,35838.52,Paid
EXP001749,2026-07-19,BR003,Marketing,30784.94,Paid
EXP001750,2026-07-26,BR003,Security,36752.34,Pending
EXP001751,2026-07-17,BR003,Maintenance,35160.85,Pending
EXP001752,2026-07-07,BR003,Staff Welfare,11585.28,Paid
EXP001753,2026-07-24,BR004,Rent,186507.36,Pending
EXP001754,2026-07-10,BR004,Electricity,59286.68,Pending
EXP001755,2026-07-16,BR004,Internet,25326.69,Paid
EXP001756,2026-07-01,BR004,Transport,23772.95,Paid
EXP001757,2026-07-01,BR004,Marketing,86330.99,Paid
EXP001758,2026-07-02,BR004,Security,31853.05,Paid
EXP001759,2026-07-07,BR004,Maintenance,20511.19,Paid
EXP001760,2026-07-16,BR004,Staff Welfare,22567.27,Paid
EXP001761,2026-07-22,BR005,Rent,204941.99,Paid
EXP001762,2026-07-18,BR005,Electricity,36653.87,Paid
EXP001763,2026-07-20,BR005,Internet,12122.53,Paid
EXP001764,2026-07-17,BR005,Transport,49516.29,Pending
EXP001765,2026-07-11,BR005,Marketing,56053.06,Paid
EXP001766,2026-07-07,BR005,Security,34778.2,Pending
EXP001767,2026-07-07,BR005,Maintenance,34702.32,Paid
EXP001768,2026-07-07,BR005,Staff Welfare,33623.71,Pending
EXP001769,2026-07-25,BR006,Rent,262471.71,Paid
EXP001770,2026-07-07,BR006,Electricity,83356.33,Paid
EXP001771,2026-07-11,BR006,Internet,28028.06,Pending
EXP001772,2026-07-13,BR006,Transport,24890.73,Paid
EXP001773,2026-07-20,BR006,Marketing,35343.65,Paid
EXP001774,2026-07-19,BR006,Security,35869.31,Paid
EXP001775,2026-07-10,BR006,Maintenance,10239.3,Pending
EXP001776,2026-07-08,BR006,Staff Welfare,19202.85,Pending
EXP001777,2026-07-21,BR007,Rent,284275.72,Paid
EXP001778,2026-07-19,BR007,Electricity,77517.44,Pending
EXP001779,2026-07-18,BR007,Internet,27386.41,Paid
EXP001780,2026-07-11,BR007,Transport,32253.21,Paid
EXP001781,2026-07-17,BR007,Marketing,63862.72,Paid
EXP001782,2026-07-05,BR007,Security,28060.41,Pending
EXP001783,2026-07-06,BR007,Maintenance,29926.11,Paid
EXP001784,2026-07-15,BR007,Staff Welfare,21721.25,Paid
EXP001785,2026-07-12,BR008,Rent,229588.37,Pending
EXP001786,2026-07-04,BR008,Electricity,41596.9,Paid
EXP001787,2026-07-13,BR008,Internet,28501.03,Paid
EXP001788,2026-07-25,BR008,Transport,48715.2,Pending
EXP001789,2026-07-24,BR008,Marketing,64084.19,Paid
EXP001790,2026-07-20,BR008,Security,24041.68,Paid
EXP001791,2026-07-25,BR008,Maintenance,40277.59,Paid
EXP001792,2026-07-13,BR008,Staff Welfare,31706.33,Paid
EXP001793,2026-07-12,BR009,Rent,220667.56,Pending
EXP001794,2026-07-18,BR009,Electricity,31014.26,Paid
EXP001795,2026-07-21,BR009,Internet,25287.28,Pending
EXP001796,2026-07-04,BR009,Transport,34729.74,Pending
EXP001797,2026-07-07,BR009,Marketing,47025.17,Pending
EXP001798,2026-07-18,BR009,Security,42075.35,Paid
EXP001799,2026-07-15,BR009,Maintenance,14381.57,Pending
EXP001800,2026-07-26,BR009,Staff Welfare,24224.01,Paid
EXP001801,2026-07-13,BR010,Rent,160816.83,Paid
EXP001802,2026-07-13,BR010,Electricity,74798.41,Paid
EXP001803,2026-07-07,BR010,Internet,15012.43,Paid
EXP001804,2026-07-04,BR010,Transport,43751.91,Pending
EXP001805,2026-07-10,BR010,Marketing,82101.79,Pending
EXP001806,2026-07-17,BR010,Security,23797.89,Pending
EXP001807,2026-07-04,BR010,Maintenance,18712.18,Paid
